OBJECTID,FOLIOID,BLDGNO,LASTMODIFIED,WHOMODIFIED,BuildingKey,BuildingNo,ImpCode,ImpCodeDesc,model,ModelDesc,LocationNo,LocationStreet,ApprDate,Appraiser,stories,bedrooms,bathrooms,ExtWall1,ExtWall2,RoofStruct,RoofCover,IntWall1,IntWall2,Floor1,Floor2,HeatType,HeatFuel,ACType,PctCond,Quality,BaseArea,ActualArea,EffectiveArea,ActualYearBuilt,EffectiveYearBuilt,FunctionalObs,EconomicObs,SpecialCondCode,SOH,StructuralIndex,DepreciationFactor,BaseRate,AdjBaseRate,NbhdRate,ReplacementCost,DepreciatedValue,OverrideValue,notes,createdDate,createdUser,ApprNum,ApprName,BathIndex,NbhdFactor,BuilderModel,DRApprDate,DRAppraiser,DRPhotoDate,SHAPE_Length,SHAPE_Area
2096,10249527,1,4/30/2018 10:32,habermehls,137278,1,116,Tangible MH/MFG,2,mobile home,28,POINSETTIA DR,1/28/2003 0:00,812,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1062,725,1971,1980,0,0,  ,N,0.86,1,0,0,0,0,0,0,DESKTP RVW 9/29/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 10:32,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,156.0000001,1062.000642
2097,10249529,1,4/30/2018 10:34,habermehls,137279,1,116,Tangible MH/MFG,2,mobile home,30,POINSETTIA DR,1/28/2003 0:00,812,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1275,934,1973,1980,0,0,  ,N,0.81,1,0,0,0,0,0,0,DESKTP RVW 9/29/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 10:34,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,160.0000001,1274.998722
2098,10249530,1,3/11/2016 9:47,heaphyj,137280,1,8,Mobile Home,2,mobile home,,,7/2/2007 0:00,96,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1452,938,1974,1976,0,0,  ,N,0.81,0.6,48.3800011,39.19,33.31,31245,18747,0,**07 RVW MAP REDRAW** DESKTP RVW 6/28/2007 PRATTM DESKTP RVW 8/9/2011 HEAPHYJ DESKTP RVW 3/11/2016 HEAPHYJ,1/1/2017 15:06,GillilandR,96,Michael Pratt,0,0.85,0,3/11/2016,88 John Heaphy,1/8/2015,177.9998722,1451.998723
2099,10249531,1,4/30/2018 10:36,habermehls,137281,1,116,Tangible MH/MFG,2,mobile home,32,POINSETTIA DR,1/28/2003 0:00,812,1,2,1,1,0,16,1,4,0,14,0,4,4,3,0,3,0,1246,874,1974,1980,0,0,  ,N,0.88,1,0,0,0,0,0,0,DESKTP RVW 9/29/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 10:36,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,160.0000001,1246.000642
2100,10249532,1,7/23/2013 9:08,hoskissonb,137282,1,8,Mobile Home,2,mobile home,33,POINSETTIA DR,1/11/2018 13:13,88,1,2,1,1,0,16,1,4,0,14,0,4,4,3,0,3,0,1732,976,1976,1980,0,0,  ,N,0.83,0.6,48.3800011,40.16,34.14,33321,19993,0,98 REVISED JP MH + XFS    ***  03 MH CONVER CLT XF/SUB  *** DESKTP RVW 2/22/2008 DONAHUEB DESKTP RVW 8/9/2011 HEAPHYJ,1/11/2018 15:14,fwheaphy,88,John Heaphy,0,0.85,0,8/9/2011,88 John Heaphy,2/15/2011,191.999997,1732.001463
2101,10249533,1,4/10/2017 7:26,habermehls,137283,1,8,Mobile Home,2,mobile home,34,POINSETTIA DR,10/31/2008 12:13,109,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1458,962,1973,1979,0,0,  ,N,0.81,0.6,48.3800011,39.19,33.31,32044,19226,0,DESKTP RVW 10/16/2008 DONAHUEB DESKTP RVW 4/4/2013 HABERMEHLS DESKTP RVW 4/10/2017 HABERMEHLS,4/10/2017 7:26,HabermehlS,109,Bill Donahue,0,0.85,0,4/10/2017,105 Susanne Habermehl,1/31/2017,178.0001282,1458.002947
2102,10249534,1,9/20/2018 8:41,hoskissonb,137284,1,8,Mobile Home,2,mobile home,35,POINSETTIA DR,9/19/2018 13:18,88,1,2,2,1,0,16,1,4,0,14,0,4,4,3,0,3,0,1582,1032,1973,1978,0,0,  ,N,0.87,0.6,48.3800011,42.09,35.78,36925,22155,0,RCA96JE CONVERT TO CO-OP 96 CONV DB TANG/REAL EST R691655 HILC  **99-96 UPDATE MB NC**    ***  03 MH CONVER CLT XF/SUB  *** DESKTP RVW 2/22/2008 DONAHUEB DESKTP RVW 8/9/2011 HEAPHYJ DESKTP RVW 3/11/2016 HEAPHYJ,9/19/2018 15:52,fwheaphy,88,John Heaphy,0,0.85,0,3/11/2016,88 John Heaphy,1/8/2015,175.9998871,1581.998675
2103,10249535,1,11/17/2016 16:25,hoskissonb,137285,1,116,Tangible MH/MFG,2,mobile home,36,POINSETTIA DR,11/17/2016 14:18,88,1,2,1,1,0,16,13,4,0,14,0,4,4,3,0,3,0,1502,930,1973,1978,0,0,  ,N,0.92,1,0,0,0,0,0,0,DESKTP RVW 9/29/2008 DONAHUEB**09-REVIEW BB DRAW FROM DESKTOP IMP CODE=116 DESKTP RVW 8/1/2013 HABERMEHLS,1/1/2017 15:06,GillilandR,88,John Heaphy,0,1,0,8/1/2013,105 Susanne Habermehl,1/12/2013,175.9997228,1501.996677
2104,10249536,1,4/10/2017 7:31,habermehls,137286,1,8,Mobile Home,2,mobile home,37,POINSETTIA DR,1/28/2003 0:00,812,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1873,1095,1973,1979,0,0,  ,N,0.84,0.6,48.3800011,40.64,34.54,37821,22693,0,**02 SALE RA MH +UTY+CP+EP+OPC    ***  03 MH CONVER CLT XF/SUB  *** DESKTP RVW 9/29/2008 DONAHUEB DESKTP RVW 4/4/2013 HABERMEHLS DESKTP RVW 4/10/2017 HABERMEHLS,4/10/2017 7:32,HabermehlS,812,Chris Majewski,0,0.85,0,4/10/2017,105 Susanne Habermehl,1/31/2017,204.0000002,1873.002307
2105,10249537,1,4/30/2018 10:39,habermehls,137287,1,116,Tangible MH/MFG,2,mobile home,38,POINSETTIA DR,1/28/2003 0:00,812,1,2,2,1,0,16,1,4,0,14,0,4,4,3,0,3,0,1443,956,1973,1980,0,0,  ,N,0.92,1,0,0,0,0,0,0,DESKTP RVW 9/29/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 10:40,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,162.0001281,1443.004355
2106,10249538,1,4/30/2018 10:42,habermehls,137288,1,116,Tangible MH/MFG,2,mobile home,39,POINSETTIA DR,1/28/2003 0:00,812,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1536,933,1974,1980,0,0,  ,N,0.81,1,0,0,0,0,0,0,DESKTP RVW 9/29/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 10:42,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,172.0000002,1536.000003
2107,10249539,1,4/10/2017 7:35,habermehls,137289,1,7,Manufactured Housing,2,mobile home,40,POINSETTIA DR,1/28/2003 0:00,812,1,2,2,1,0,16,1,4,0,14,0,4,4,3,0,3,0,1858,1450,1983,1985,0,0,  ,N,0.87,0.6,58.2999992,50.72,43.11,62510,37506,0,***   03 MH  CONVER CLT XF/SUB  *** DESKTP RVW 9/30/2008 DONAHUEB DESKTP RVW 4/4/2013 HABERMEHLS DESKTP RVW 4/10/2017 HABERMEHLS,4/10/2017 7:35,HabermehlS,812,Chris Majewski,0,0.85,0,4/10/2017,105 Susanne Habermehl,1/31/2017,184.0000002,1858.000387
2108,10249540,1,4/30/2018 10:45,habermehls,137290,1,7,Manufactured Housing,2,mobile home,41,POINSETTIA DR,8/16/2018 12:00,88,1,2,2,1,0,16,13,4,0,14,0,4,4,3,0,3,0,1746,1395,1983,1985,0,0,  ,N,0.95,0.6,58.2999992,55.39,47.08,65677,39406,0,05-SALE-CO-MH* DESKTP RVW 7/14/2009 DONAHUEB DESKTP RVW 1/27/2014 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,8/16/2018 15:01,fwheaphy,88,John Heaphy,0,0.85,0,4/30/2018,105 Susanne Habermehl,1/5/2018,177.6568544,1745.997315
2109,10249541,1,4/4/2013 14:53,habermehls,137291,1,8,Mobile Home,2,mobile home,,,9/18/2015 14:35,88,1,2,2,1,0,3,1,4,0,14,0,4,4,3,0,3,0,1827,1184,1973,1975,0,0,  ,N,0.87,0.6,48.3800011,42.09,35.78,42364,25418,0,00 REVIEW PU MH + XFS TANG/RE    ***   03 MH CONVER CLT XF/SUB  *** DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 4/4/2013 HABERMEHLS,1/1/2017 15:06,GillilandR,88,John Heaphy,0,0.85,0,4/4/2013,105 Susanne Habermehl,1/13/2012,198.0001282,1827.002308
2110,10249542,1,4/4/2013 14:56,habermehls,137292,1,8,Mobile Home,2,mobile home,43,POINSETTIA DR,9/29/2017 13:02,88,1,2,2,26,0,16,1,4,0,12,0,4,4,3,0,3,0,1650,1056,1973,1979,0,0,  ,N,1,0.6,48.3800011,48.38,41.12,43423,26054,0,RCA96JE CONVERT TO CO-OP***96 CONV DB TANG/REAL***ON ROLL NO RP APP***99-96UPDATE MB N/C***03 MH CONVER CLT XF/SUB*** 4/9/07 TW AYB+EYB+SUBAREAS 74/73 PER TITLE*** DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 4/4/2013 HABERMEHLS,9/29/2017 14:08,fwheaphy,88,John Heaphy,0,0.85,0,4/4/2013,105 Susanne Habermehl,1/13/2012,184.0000002,1649.999363
2111,10249543,1,4/30/2018 8:43,hoskissonb,137293,1,8,Mobile Home,2,mobile home,,,6/29/2007 0:00,96,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1480,1011,1974,1980,0,0,  ,N,0.84,0.6,48.3800011,40.64,34.54,34920,20952,0,**07 RVW MAP ** DESKTP RVW 6/28/2007 PRATTM DESKTP RVW 8/9/2011 HEAPHYJ DESKTP RVW 3/11/2016 HEAPHYJ,10/25/2018 9:47,PrattM,96,Michael Pratt,0,0.85,0,3/11/2016,88 John Heaphy,1/8/2015,183.9999697,1480.000481
2112,10249544,1,4/30/2018 10:48,habermehls,137294,1,116,Tangible MH/MFG,2,mobile home,45,POINSETTIA DR,1/28/2003 0:00,812,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1540,1004,1973,1980,0,0,  ,N,0.84,1,0,0,0,0,0,0,DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 10:48,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,184.0000002,1540.000003
2113,10249545,1,8/31/2018 16:42,hoskissonb,137295,1,116,Tangible MH/MFG,2,mobile home,46,POINSETTIA DR,1/28/2003 0:00,812,1,2,1,26,0,16,1,4,0,14,0,4,4,3,0,3,0,1509,1071,1974,1982,0,0,  ,N,0.92,1,0,0,0,0,0,0,DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,8/31/2018 11:56,ErpN,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,178.0003881,1509.006949
2114,10249546,1,8/9/2011 11:09,heaphyj,137296,1,8,Mobile Home,2,mobile home,,,11/16/2015 14:22,88,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1572,996,1973,1975,0,0,  ,N,0.81,0.6,48.3800011,39.19,33.31,33177,19906,,**07 RVW MAP ** DESKTP RVW 8/9/2011 HEAPHYJ,1/1/2017 15:06,GillilandR,88,John Heaphy,0,0.85,0,8/9/2011,88 John Heaphy,2/15/2011,177.9998722,1571.998979
2115,10249547,1,4/10/2017 7:37,habermehls,137297,1,8,Mobile Home,2,mobile home,48,POINSETTIA DR,1/29/2003 0:00,812,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1662,1090,1974,1979,0,0,  ,N,0.84,0.6,48.3800011,40.64,34.54,37649,22589,0,RCA96JE CONVERT TO CO-OP***96 CONV DB TANG/REAL***99-96UPDATE MB N/C***03 CLT MH CONVER XF/SUB***4/10/07 TW CORRECT AYB+EYB+SUBAREAS 1977/1974 07/08 PER TITLE*** DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 4/4/2013 HABERMEHLS DESKTP RVW 4/10/2017 HABERMEHLS,4/10/2017 7:38,HabermehlS,812,Chris Majewski,0,0.85,0,4/10/2017,105 Susanne Habermehl,1/31/2017,180.0000002,1661.998595
2116,10249548,1,3/11/2016 9:30,heaphyj,137298,1,8,Mobile Home,2,mobile home,,,4/26/2007 0:00,96,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1394,959,1971,1976,0,0,  ,N,0.81,0.6,48.3800011,39.19,33.31,31944,19166,,**07 RVW MAP ** DESKTP RVW 8/9/2011 HEAPHYJ DESKTP RVW 3/11/2016 HEAPHYJ,1/1/2017 15:06,GillilandR,96,Michael Pratt,0,0.85,0,3/11/2016,88 John Heaphy,1/8/2015,178.0001282,1394.00141
2117,10249549,1,4/16/2014 8:53,hoskissonb,137299,1,8,Mobile Home,2,mobile home,50,POINSETTIA DR,4/15/2014 12:06,88,1,1,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1792,1173,1974,1976,0,0,  ,N,0.81,0.6,48.3800011,39.19,33.31,39073,23444,0,"*05-UPDATE-CO-ADD MH TO 05 ROLL, TANG/RP* DESKTP RVW 10/2/2009 PRATTM DESKTP RVW 1/27/2014 HABERMEHLS",1/1/2017 15:06,GillilandR,88,John Heaphy,0,0.85,0,1/27/2014,105 Susanne Habermehl,1/12/2013,194.0001361,1791.999947
2118,10249550,1,4/30/2018 10:55,habermehls,137300,1,116,Tangible MH/MFG,2,mobile home,51,POINSETTIA DR,1/28/2003 0:00,812,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1608,972,1974,1980,0,0,  ,N,0.81,1,0,0,0,0,0,0,DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 10:55,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,178.0001282,1608.003587
2119,10249552,1,4/30/2018 11:02,habermehls,137302,1,116,Tangible MH/MFG,2,mobile home,53,POINSETTIA DR,1/28/2003 0:00,812,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1568,1036,1975,1980,0,0,  ,N,0.81,1,0,0,0,0,0,0,DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 11:02,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,178.0000967,1568.000995
2120,10249553,1,1/23/2017 16:24,hoskissonb,137303,1,116,Tangible MH/MFG,2,mobile home,54,HACIENDA BLVD,1/23/2017 10:29,34,1,2,2,1,0,16,1,4,0,14,0,4,4,3,0,3,0,1412,937,1974,1979,0,0,  ,N,0.87,1,0,0,0,0,0,0,DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS*17 QC MP *,1/23/2017 14:22,fwpanichello,34,Mike Panichello,0,1,0,8/1/2013,105 Susanne Habermehl,1/12/2013,174.0000223,1412.003229
2121,10249554,1,4/30/2018 11:06,habermehls,137304,1,7,Manufactured Housing,2,mobile home,55,HACIENDA BLVD,1/28/2003 0:00,812,1,2,2,26,0,16,3,4,0,14,0,4,4,3,0,3,0,1838,1281,2001,2001,0,0,  ,N,0.97,0.83,58.2999992,56.55,48.07,61578,51110,0,DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,1/1/2019 20:03,GillilandR,812,Chris Majewski,0,0.85,0,4/30/2018,105 Susanne Habermehl,1/5/2018,177.9999623,1838.001011
2122,10249555,1,11/2/2015 10:44,hoskissonb,137305,1,116,Tangible MH/MFG,2,mobile home,56,HACIENDA BLVD,2/15/2016 11:51,88,1,3,2,1,0,3,13,4,0,14,0,4,4,3,0,3,0,1260,915,1973,1980,0,0,  ,N,0.95,1,0,0,0,0,0,0,00 REVIEW JP TANG / MH + XFS**DREW BAS 6-28-00 CJK** *03 CLT MH CONVER XF/SUB* DESKTP RVW 9/26/2008 DONAHUEB,1/1/2017 15:06,GillilandR,88,John Heaphy,0,1,0,9/26/2008,109 Bill Donahue,1/6/2008,183.9999524,1259.996582
2123,10249556,1,8/31/2018 16:42,hoskissonb,137306,1,116,Tangible MH/MFG,2,mobile home,57,HACIENDA BLVD,9/29/2017 12:58,88,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1648,1038,1974,1979,0,0,  ,N,0.84,1,0,0,0,0,0,0,DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS*15 QC MP *,8/31/2018 13:16,ErpN,88,John Heaphy,0,1,0,8/1/2013,105 Susanne Habermehl,1/12/2013,177.999911,1647.998181
2124,10249557,1,5/1/2018 8:30,hoskissonb,137307,1,116,Tangible MH/MFG,2,mobile home,58,HACIENDA BLVD,1/28/2003 0:00,812,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1658,984,1974,1980,0,0,  ,N,0.84,1,0,0,0,0,0,0,DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 11:12,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,178.0000206,1658.000556
2125,10249558,1,4/30/2018 11:29,habermehls,137308,1,116,Tangible MH/MFG,2,mobile home,59,HACIENDA BLVD,1/1/1900 0:00,0,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1550,805,1974,1980,0,0,  ,N,0.84,1,0,0,0,0,0,0,DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 11:29,HabermehlS,0,Unknown or uninspected,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,182.000204,1550.000197
2126,10249559,1,4/10/2017 8:45,hoskissonb,137309,1,8,Mobile Home,2,mobile home,60,HACIENDA BLVD,1/29/2003 0:00,812,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1432,821,1973,1979,0,0,  ,N,0.81,0.6,48.3800011,39.19,33.31,27348,16409,0,RCA96JE CONVERT TO CO-OP***R691647 HILL***96 CONV DB TANG/REAL***99-96UPDATE MB N/C***03 CLT MH CONVER XF/SUB***4/12/07 TW CORRECT AYB+EYB+SUBAREAS 1977/1973 07/08 PER TITLE*** DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 4/4/2013 HABERMEHLS DESKTP RVW 4/10/2017 HABERMEHLS,4/10/2017 7:49,HabermehlS,812,Chris Majewski,0,0.85,0,4/10/2017,105 Susanne Habermehl,1/31/2017,175.9999003,1431.999082
2127,10249560,1,8/9/2011 13:22,heaphyj,137310,1,8,Mobile Home,2,mobile home,61,HACIENDA BLVD,9/18/2015 14:19,88,1,2,1.5,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1388,971,1973,1975,0,0,  ,N,0.83,0.6,48.3800011,40.16,34.14,33150,19890,,**07 rvw map ** DESKTP RVW 8/9/2011 HEAPHYJ,1/1/2017 15:06,GillilandR,88,John Heaphy,0,0.85,0,8/9/2011,88 John Heaphy,2/15/2011,193.9982327,1387.996054
2128,10249561,1,7/19/2011 15:12,habermehls,137311,1,8,Mobile Home,2,mobile home,62,HACIENDA BLVD,5/13/2015 11:04,88,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1887,1132,1973,1975,0,0,  ,N,0.81,0.6,48.3800011,39.19,33.31,37707,22624,,**07 RVW MAP ** DESKTP RVW 7/19/2011 HABERMEHLS,1/1/2017 15:06,GillilandR,88,John Heaphy,0,0.85,0,7/19/2011,105 Susanne Habermehl,2/15/2011,197.9998679,1886.490153
2129,10249562,1,10/3/2018 9:34,hoskissonb,137312,1,8,Mobile Home,2,mobile home,,63 HACIENDA BLVD,2/2/2016 12:35,88,1,2,1,1,0,16,1,4,0,14,9,4,4,3,0,3,0,1657,1055,1973,1978,0,0,  ,N,0.86,0.6,48.3800011,41.61,35.37,37315,22389,0,RCA96JE CONVERT TO CO-OP R691698 STAR 96 CONV DB TANG/REAL EST  **99-96 UPDATE MB NC** *03 CLT MH CONVER XF/SUB* *04-SALE-CO-NC* *05-UPDATE-CO-MH* DESKTP RVW 8/24/2009 NEWMANK DESKTP RVW 1/27/2014 HABERMEHLS,1/1/2019 20:08,GillilandR,88,John Heaphy,0,0.85,,1/27/2014,105 Susanne Habermehl,1/12/2013,178.0000752,1657.00345
2130,10249563,1,10/6/2015 15:52,hoskissonb,137313,1,7,Manufactured Housing,2,mobile home,,,9/18/2015 14:28,88,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1890,1439,1983,1985,0,0,  ,N,0.84,0.6,58.2999992,48.97,41.62,59891,35935,0,PER ES ADD TO RP ROLL JRH* DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 4/4/2013 HABERMEHLS,1/1/2017 15:06,GillilandR,88,John Heaphy,0,0.85,0,4/4/2013,105 Susanne Habermehl,1/10/2012,185.0000864,1890.001462
2131,10249564,1,3/16/2016 9:44,heaphyj,137314,1,7,Manufactured Housing,2,mobile home,,65 HACIENDA BLVD,4/26/2007 0:00,96,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1865,1428,1983,1983,0,0,  ,N,0.84,0.6,58.2999992,48.97,41.62,59433,35660,0,RCA96JE CONVERT TO CO-OP ON ROLL NO RP APP 96 CONV DB TANG/RE  **99-96 UPDATE MB NC** *03 CLT MH CONVER XF/SUB* **07 BPMT MAP SMALL REPAIRS REDRAW** DESKTP RVW 8/9/2011 HEAPHYJ DESKTP RVW 3/16/2016 HEAPHYJ,1/1/2017 15:06,GillilandR,96,Michael Pratt,0,0.85,0,3/16/2016,88 John Heaphy,1/8/2015,186.0712278,1864.753338
2132,10249565,1,5/1/2018 8:14,habermehls,137315,1,8,Mobile Home,2,mobile home,66,HACIENDA BLVD,12/13/2004 0:00,113,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1488,1048,1973,1980,0,0,  ,N,0.84,0.6,48.3800011,40.64,34.54,36198,21719,0,RCA96JE CONVERT TO CO-OP R0369819 HILL 96 CONV DB TANG/REAL EST  **99-96 UPDATE MB NC** *03 CLT MH CONVER XF/SUB* *05-UPDATE-CO-NC* DESKTP RVW 7/17/2009 DONAHUEB DESKTP RVW 1/27/2014 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS DESKTP RVW 5/1/2018 HABERMEHLS,5/1/2018 8:14,HabermehlS,113,Colleen OShea,0,0.85,0,5/1/2018,105 Susanne Habermehl,1/5/2018,178.0000304,1487.998692
2133,10249566,1,4/30/2018 11:38,habermehls,137316,1,116,Tangible MH/MFG,2,mobile home,67,HACIENDA BLVD,1/28/2003 0:00,812,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1492,1100,1974,1980,0,0,  ,N,0.83,1,0,0,0,0,0,0,DESKTP RVW 9/29/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 11:38,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,175.9999745,1492.000735
2134,10249567,1,4/30/2018 11:42,habermehls,137317,1,116,Tangible MH/MFG,2,mobile home,68,HACIENDA BLVD,1/28/2003 0:00,812,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1413,886,1973,1980,0,0,  ,N,0.86,1,0,0,0,0,0,0,DESKTP RVW 9/29/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 11:42,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,161.9999319,1412.998251
2135,10249568,1,4/30/2018 11:44,habermehls,137318,1,7,Manufactured Housing,2,mobile home,69,HACIENDA BLVD,12/13/2004 0:00,113,1,2,2,26,0,16,3,5,0,14,0,4,4,3,0,3,0,1820,1336,2004,2004,0,0,  ,N,1,0.86,58.2999992,58.3,49.56,66212,56942,0,*05-BPMT-CO-MH* DESKTP RVW 7/14/2009 DONAHUEB DESKTP RVW 1/27/2014 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,1/1/2019 20:03,GillilandR,113,Colleen OShea,0,0.85,0,4/30/2018,105 Susanne Habermehl,1/5/2018,185.9998351,1819.999442
2136,10249569,1,6/5/2017 10:31,habermehls,137319,1,8,Mobile Home,2,mobile home,70,HACIENDA BLVD,7/6/2012 11:24,88,1,2,1.5,1,0,1,1,4,0,14,8,4,4,3,0,3,0,1485,997,1975,1981,0,0,  ,N,0.82,0.6,48.3800011,39.67,33.72,33619,20171,0,DESKTP RVW 9/29/2008 DONAHUEB DESKTP RVW 6/5/2017 HABERMEHLS,6/5/2017 10:31,HabermehlS,88,John Heaphy,0,0.85,0,6/5/2017,105 Susanne Habermehl,1/31/2017,173.9998804,1485.000059
2137,10249570,1,2/23/2015 16:59,hoskissonb,137320,1,8,Mobile Home,2,mobile home,,71 HACIENDA BLVD,2/23/2015 12:07,88,1,2,1,1,0,3,2,4,0,9,0,4,4,3,0,3,0,1232,894,1972,1981,0,0,  ,N,0.89,0.6,48.3800011,43.06,36.6,32720,19632,0,RCA96JE CONVERT TO CO-OP R0691605 VIND 96 CONV DB TANG/REAL EST  **99-96 UPDATE MB NC**    *** 03 MH CONVER CLT XF/SUB *** DESKTP RVW 12/30/2014 WISEM,1/1/2017 15:06,GillilandR,88,John Heaphy,0,0.85,0,12/30/2014,132 Liz Wise,2/14/2014,180.0001252,1231.99932
2138,10249571,1,4/30/2018 11:46,habermehls,137321,1,116,Tangible MH/MFG,2,mobile home,72,HACIENDA BLVD,1/28/2003 0:00,812,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1382,972,1974,1980,0,0,  ,N,0.84,1,0,0,0,0,0,0,DESKTP RVW 9/29/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 11:46,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,175.9999363,1381.999939
